pdf_name,page_num,block_id,age,age_confidence,gender,gender_confidence
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_5,33,0.5875,M,0.6912
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_6,33,0.6346,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_7,28,0.6918,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_8,NULL,0.0775,M,0.642
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_9,26,0.6215,M,0.6748
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_10,26,0.5776,M,0.7675
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_11,26,0.6568,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_12,NULL,0.0782,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_13,41,0.5824,F,0.805
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_14,26,0.6522,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_15,27,0.5325,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_16,29,0.6632,F,0.7249
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_17,29,0.6697,M,0.6363
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_18,26,0.6306,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_19,26,0.6009,M,0.7437
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_20,31,0.6781,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_21,35,0.6415,F,0.5536
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_22,34,0.6639,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_23,31,0.6869,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_24,29,0.6577,M,0.669
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_25,28,0.6657,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_26,NULL,0.0832,M,0.7034
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_27,26,0.6012,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_28,62,0.6361,F,0.6621
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_29,58,0.6709,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,24,rectangle_30,30,0.6053,M,0.6744
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_1,51,0.6571,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_2,38,0.5533,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_3,51,0.706,F,0.6314
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_4,48,0.6472,M,0.7505
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_5,NULL,0.0431,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_6,NULL,0.7216,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_7,35,0.6381,F,0.6889
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_8,34,0.5964,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_9,22,0.6432,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_10,49,0.6236,M,0.7675
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_11,33,0.626,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_12,28,0.6277,F,0.6346
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_13,26,0.5659,F,0.805
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_14,22,0.6325,M,0.6646
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_15,30,0.5973,F,0.7235
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_16,30,0.5766,F,0.7249
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_17,52,0.679,F,0.6671
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_18,32,0.6222,M,0.6478
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_19,28,0.6657,F,0.6333
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_20,40,0.5748,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_21,22,0.6056,F,0.5536
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_22,32,0.708,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_23,41,0.6328,F,0.6359
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_24,29,0.6577,F,0.6136
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_25,31,0.5849,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_26,30,0.6629,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_27,35,0.5958,F,0.6446
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_28,37,0.4481,M,0.716
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_29,32,0.5273,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,27,rectangle_30,36,0.6402,F,0.5812
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_1,26,0.6192,F,0.7149
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_2,43,0.5025,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_3,40,0.5894,F,0.6314
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_4,36,0.5292,F,0.7812
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_5,35,0.644,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_6,52,0.6615,M,0.7275
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_7,NULL,0.0365,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_8,33,0.6171,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_9,NULL,0.5836,M,0.6748
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_10,40,0.6232,M,0.7675
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_11,37,0.5937,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_12,32,0.7056,F,0.6346
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_13,30,0.5629,F,0.805
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_14,33,0.5527,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_15,30,0.5973,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_16,39,0.5403,M,0.6835
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_17,36,0.5624,F,0.6671
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_18,41,0.6847,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_19,37,0.479,M,0.7437
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_20,25,0.6987,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_21,37,0.6029,F,0.5536
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_22,33,0.6798,M,0.681
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_23,40,0.547,F,0.6359
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_24,36,0.6421,F,0.6136
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_25,34,0.5686,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_26,30,0.6629,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_27,58,0.6305,F,0.6446
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_28,30,0.5519,M,0.716
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_29,23,0.6183,F,0.6012
BoothVoterList_A4_Ward_10_Booth_3.pdf,28,rectangle_30,30,0.6053,M,0.6744
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_1,23,0.6225,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_2,31,0.629,M,0.6457
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_3,24,0.5105,F,0.6314
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_4,40,0.6616,F,0.7812
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_5,32,0.6744,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_6,NULL,0.0822,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_7,23,0.676,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_8,42,0.6013,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_9,30,0.6212,M,0.6748
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_10,85,0.7181,F,0.7365
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_11,40,0.6105,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_12,73,0.6239,F,0.6346
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_13,42,0.5782,M,0.7141
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_14,40,0.587,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_15,NULL,0.6671,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_16,24,0.6112,M,0.6835
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_17,36,0.5624,M,0.6363
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_18,27,0.5481,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_19,35,0.5666,F,0.6333
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_20,42,0.6038,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_21,22,0.6056,F,0.5536
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_22,NULL,0.0856,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_23,26,0.6317,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_24,23,0.6625,M,0.669
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_25,35,0.572,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_26,33,0.4627,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_27,NULL,0.0762,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_28,35,0.5283,M,0.716
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_29,32,0.5273,F,0.6012
BoothVoterList_A4_Ward_10_Booth_3.pdf,29,rectangle_30,22,0.4612,M,0.6744
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_1,21,0.5983,F,0.7149
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_2,37,0.4899,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_3,57,0.6535,F,0.6314
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_4,52,0.7041,M,0.7505
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_5,NULL,0.0431,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_6,21,0.6448,M,0.7275
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_7,NULL,0.0203,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_8,66,0.5915,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_9,33,0.6742,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_10,32,0.6218,F,0.7365
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_11,69,0.6201,M,0.7087
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_12,62,0.6898,F,0.6346
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_13,NULL,0.0826,F,0.805
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_14,39,0.6127,M,0.6646
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_15,37,0.611,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_16,39,0.5403,F,0.7249
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_17,39,0.5591,F,0.6671
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_18,67,0.671,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_19,52,0.7173,M,0.7437
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_20,NULL,0.0434,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_21,NULL,0.0359,M,0.7217
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_22,41,0.6427,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_23,28,0.6784,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_24,26,0.6039,M,0.669
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_25,64,0.6074,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_26,NULL,0.0549,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_27,54,0.6144,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_28,33,0.451,M,0.716
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_29,NULL,0.5386,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,30,rectangle_30,35,0.5934,M,0.6744
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_1,NULL,0.0409,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_2,38,0.5533,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_3,NULL,0.0465,M,0.6565
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_4,43,0.6129,M,0.7505
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_5,32,0.6744,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_6,49,0.6091,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_7,24,0.66,F,0.6889
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_8,29,0.7144,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_9,28,0.6531,M,0.6748
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_10,46,0.5672,F,0.7365
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_11,32,0.6776,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_12,52,0.6677,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_13,72,0.6069,M,0.7141
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_14,64,0.6086,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_15,26,0.6128,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_16,42,0.5544,F,0.7249
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_17,33,0.5183,F,0.6671
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_18,24,0.5379,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_19,42,0.6163,F,0.6333
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_20,32,0.6667,M,0.6876
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_21,NULL,0.0531,M,0.7217
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_22,54,0.6474,M,0.681
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_23,38,0.6432,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_24,26,0.6039,M,0.669
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_25,24,0.5757,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_26,43,0.4924,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_27,62,0.6917,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_28,54,0.6249,M,0.716
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_29,52,0.6372,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,31,rectangle_30,49,0.6073,F,0.5812
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_1,NULL,0.0354,F,0.7149
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_2,NULL,0.0484,M,0.6457
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_3,42,0.5735,M,0.6565
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_4,43,0.6129,F,0.7812
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_5,33,0.5875,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_6,72,0.5798,M,0.7275
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_7,67,0.5183,F,0.6889
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_8,46,0.5486,M,0.642
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_9,41,0.6165,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_10,40,0.6232,F,0.7365
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_11,36,0.5922,M,0.7087
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_12,34,0.6687,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_13,29,0.5693,M,0.7141
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_14,NULL,0.0381,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_15,82,0.6425,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_16,56,0.625,M,0.6835
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_17,NULL,0.047,M,0.6363
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_18,41,0.6847,F,0.6373
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_19,42,0.6163,F,0.6333
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_20,NULL,0.6243,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_21,56,0.6546,M,0.7217
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_22,48,0.6195,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_23,31,0.6869,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_24,30,0.6155,F,0.6136
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_25,51,0.6747,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_26,43,0.4924,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_27,72,0.6485,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_28,66,0.5958,F,0.6621
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_29,NULL,0.039,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,32,rectangle_30,38,0.6175,F,0.5812
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_1,25,0.5946,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_2,NULL,0.0427,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_3,NULL,0.0319,M,0.6565
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_4,NULL,0.0237,M,0.7505
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_5,68,0.6227,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_6,31,0.6881,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_7,24,0.66,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_8,23,0.7006,M,0.642
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_9,56,0.6393,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_10,58,0.7036,M,0.7675
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_11,53,0.6504,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_12,34,0.6687,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_13,32,0.5559,F,0.805
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_14,30,0.6025,F,0.7416
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_15,35,0.5862,M,0.6827
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_16,39,0.5403,F,0.7249
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_17,56,0.649,F,0.6671
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_18,21,0.6072,M,0.6478
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_19,32,0.6334,M,0.7437
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_20,92,0.6561,F,0.721
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_21,67,0.674,M,0.7217
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_22,62,0.6478,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_23,58,0.6435,M,0.6382
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_24,52,0.6804,F,0.6136
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_25,NULL,0.0402,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_26,41,0.6435,M,0.7034
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_27,33,0.5548,F,0.6446
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_28,31,0.5339,F,0.6621
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_29,37,0.4757,F,0.6012
BoothVoterList_A4_Ward_10_Booth_3.pdf,33,rectangle_30,67,0.6534,M,0.6744
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_1,76,0.5752,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_2,71,0.7268,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_3,46,0.6403,M,0.6565
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_4,40,0.6616,M,0.7505
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_5,29,0.6799,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_6,35,0.6291,M,0.7275
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_7,24,0.66,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_8,NULL,0.0443,F,0.6263
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_9,NULL,0.0516,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_10,51,0.713,M,0.7675
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_11,44,0.5822,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_12,21,0.6205,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_13,28,0.6,M,0.7141
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_14,23,0.5975,M,0.6646
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_15,57,0.6527,F,0.7235
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_16,41,0.6414,M,0.6835
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_17,39,0.5591,M,0.6363
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_18,36,0.634,M,0.6478
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_19,36,0.5451,F,0.6333
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_20,35,0.6321,M,0.6876
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_21,33,0.6469,M,0.7217
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_22,40,0.649,F,0.6944
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_23,35,0.6581,F,0.6359
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_24,NULL,0.0271,F,0.6136
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_25,52,0.6045,M,0.7648
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_26,62,0.6785,F,0.6698
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_27,40,0.6228,M,0.7268
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_28,29,0.6081,F,0.6621
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_29,24,0.5414,M,0.6579
BoothVoterList_A4_Ward_10_Booth_3.pdf,34,rectangle_30,76,0.6229,F,0.5812
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_1,54,0.6414,M,0.6941
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_2,53,0.5826,F,0.6596
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_3,48,0.6391,M,0.6565
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_4,NULL,0.0354,F,0.7812
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_5,36,0.5874,F,0.7131
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_6,67,0.6413,F,0.686
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_7,38,0.6992,M,0.6913
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_8,40,0.5285,M,0.642
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_9,28,0.6531,F,0.6044
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_10,41,0.661,F,0.7365
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_11,NULL,0.0416,F,0.6648
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_12,42,0.6446,M,0.7348
BoothVoterList_A4_Ward_10_Booth_3.pdf,35,rectangle_13,40,0.601,M,0.7141
